timestamp,action,battery,linkquality,voltage,timestamp
2025-07-01T08:53:40.109512,single,100,255,3000,2025-07-01T08:53:40.109512
2025-07-01T08:53:51.410045,double,100,255,3000,2025-07-01T08:53:51.410045
2025-07-01T08:53:53.213123,single,100,255,3000,2025-07-01T08:53:53.213123
2025-07-01T08:53:54.401846,single,100,255,3000,2025-07-01T08:53:54.401846
2025-07-01T08:53:55.695333,single,100,255,3000,2025-07-01T08:53:55.695333
2025-07-01T08:53:57.048027,single,100,255,3000,2025-07-01T08:53:57.048027
2025-07-01T08:53:58.772165,single,100,255,3000,2025-07-01T08:53:58.772165
2025-07-01T08:54:00.188009,single,100,255,3000,2025-07-01T08:54:00.188009
2025-07-01T08:54:01.428185,single,100,255,3000,2025-07-01T08:54:01.428185
2025-07-01T08:54:02.578245,single,100,255,3000,2025-07-01T08:54:02.578245
2025-07-01T08:54:03.561676,single,100,255,3000,2025-07-01T08:54:03.561676
2025-07-01T08:54:04.869791,single,100,255,3000,2025-07-01T08:54:04.869791
2025-07-01T08:54:06.089453,single,100,255,3000,2025-07-01T08:54:06.089453
2025-07-01T08:54:07.245087,single,100,255,3000,2025-07-01T08:54:07.245087
2025-07-01T08:54:08.524420,single,100,255,3000,2025-07-01T08:54:08.524420
2025-07-01T08:54:09.873178,single,100,255,3000,2025-07-01T08:54:09.873178
2025-07-01T08:54:11.105917,single,100,255,3000,2025-07-01T08:54:11.105917
2025-07-01T08:54:12.218845,single,100,255,3000,2025-07-01T08:54:12.218845
2025-07-01T08:54:13.209734,single,100,255,3000,2025-07-01T08:54:13.209734
2025-07-01T08:54:14.368397,single,100,255,3000,2025-07-01T08:54:14.368397
2025-07-01T08:54:15.460665,single,100,255,3000,2025-07-01T08:54:15.460665
2025-07-01T09:02:08.011376,single,100,255,3000,2025-07-01T09:02:08.011376
2025-07-01T09:02:09.107361,single,100,255,3000,2025-07-01T09:02:09.107361
2025-07-01T09:02:10.023491,double,100,255,3000,2025-07-01T09:02:10.023491
2025-07-01T09:02:10.985014,single,100,255,3000,2025-07-01T09:02:10.985014
2025-07-01T09:02:20.878739,single,100,255,3000,2025-07-01T09:02:20.878739
2025-07-01T09:02:23.967955,single,100,255,3000,2025-07-01T09:02:23.967955
2025-07-01T09:02:28.284623,double,100,255,3000,2025-07-01T09:02:28.284623
2025-07-01T09:02:31.306282,single,100,255,3000,2025-07-01T09:02:31.306282
2025-07-01T09:02:32.699915,single,100,255,3000,2025-07-01T09:02:32.699915
2025-07-01T09:02:33.845225,single,100,255,3000,2025-07-01T09:02:33.845225
2025-07-01T09:02:35.269452,single,100,255,3000,2025-07-01T09:02:35.269452
2025-07-01T09:02:36.545611,single,100,255,3000,2025-07-01T09:02:36.545611
2025-07-01T09:11:15.022252,single,100,255,3000,2025-07-01T09:11:15.022252
2025-07-01T09:11:16.647844,double,100,244,3000,2025-07-01T09:11:16.647844
2025-07-01T09:11:19.703356,single,100,244,3000,2025-07-01T09:11:19.703356
2025-07-01T09:11:21.206430,single,100,240,3000,2025-07-01T09:11:21.206430
2025-07-01T09:11:23.062928,single,100,236,3000,2025-07-01T09:11:23.062928
2025-07-01T09:11:24.057018,double,100,244,3000,2025-07-01T09:11:24.057018
2025-07-01T09:11:26.753421,single,100,255,3000,2025-07-01T09:11:26.753421
2025-07-01T09:11:28.333813,single,100,252,3000,2025-07-01T09:11:28.333813
2025-07-01T09:11:29.990587,single,100,244,3000,2025-07-01T09:11:29.990587
2025-07-01T09:11:31.618782,single,100,255,3000,2025-07-01T09:11:31.618782
2025-07-01T09:11:32.574185,double,100,255,3000,2025-07-01T09:11:32.574185
2025-07-01T09:11:34.484940,single,100,255,3000,2025-07-01T09:11:34.484940
2025-07-01T09:11:36.450748,single,100,244,3000,2025-07-01T09:11:36.450748
2025-07-01T09:11:39.960654,single,100,236,3000,2025-07-01T09:11:39.960654
2025-07-01T09:11:41.656209,single,100,244,3000,2025-07-01T09:11:41.656209
2025-07-01T09:11:42.821585,single,100,255,3000,2025-07-01T09:11:42.821585
2025-07-01T09:11:45.132942,single,100,255,3000,2025-07-01T09:11:45.132942
2025-07-01T09:11:47.468893,single,100,255,3000,2025-07-01T09:11:47.468893
2025-07-01T09:11:48.903076,single,100,236,3000,2025-07-01T09:11:48.903076
2025-07-01T09:11:53.775733,single,100,216,3000,2025-07-01T09:11:53.775733
2025-07-01T09:11:56.591132,single,100,228,3000,2025-07-01T09:11:56.591132
2025-07-01T09:11:59.776735,single,100,240,3000,2025-07-01T09:11:59.776735
2025-07-01T09:12:02.682427,single,100,224,3000,2025-07-01T09:12:02.682427
2025-07-01T09:12:04.531251,single,100,216,3000,2025-07-01T09:12:04.531251
2025-07-01T09:12:07.030879,single,100,216,3000,2025-07-01T09:12:07.030879
2025-07-01T09:12:09.493831,single,100,208,3000,2025-07-01T09:12:09.493831
2025-07-01T09:12:13.857788,single,100,228,3000,2025-07-01T09:12:13.857788
2025-07-01T09:12:15.344686,double,100,232,3000,2025-07-01T09:12:15.344686
2025-07-01T09:12:17.614469,single,100,240,3000,2025-07-01T09:12:17.614469
2025-07-01T09:12:19.071768,single,100,255,3000,2025-07-01T09:12:19.071768
2025-07-01T09:15:28.054593,double,100,255,3000,2025-07-01T09:15:28.054593
2025-07-01T09:15:29.047497,single,100,255,3000,2025-07-01T09:15:29.047497
2025-07-01T09:15:30.166890,single,100,255,3000,2025-07-01T09:15:30.166890
2025-07-01T09:15:31.345677,single,100,248,3000,2025-07-01T09:15:31.345677
2025-07-01T09:15:32.383867,double,100,255,3000,2025-07-01T09:15:32.383867
2025-07-01T09:15:34.004772,single,100,255,3000,2025-07-01T09:15:34.004772
2025-07-01T09:15:34.897347,single,100,255,3000,2025-07-01T09:15:34.897347
2025-07-01T09:15:35.861824,single,100,255,3000,2025-07-01T09:15:35.861824
2025-07-01T09:15:36.836375,single,100,255,3000,2025-07-01T09:15:36.836375
2025-07-01T09:15:37.786916,single,100,255,3000,2025-07-01T09:15:37.786916
2025-07-01T09:15:39.072543,single,100,255,3000,2025-07-01T09:15:39.072543
2025-07-01T09:15:40.323680,single,100,252,3000,2025-07-01T09:15:40.323680
2025-07-01T09:15:41.370927,single,100,240,3000,2025-07-01T09:15:41.370927
2025-07-01T09:15:42.347842,single,100,248,3000,2025-07-01T09:15:42.347842
2025-07-01T09:15:43.315327,single,100,255,3000,2025-07-01T09:15:43.315327
2025-07-01T09:15:44.471253,single,100,255,3000,2025-07-01T09:15:44.471253
2025-07-01T09:15:46.143851,double,100,255,3000,2025-07-01T09:15:46.143851
2025-07-01T09:15:48.422390,single,100,255,3000,2025-07-01T09:15:48.422390
2025-07-01T09:15:50.476281,single,100,255,3000,2025-07-01T09:15:50.476281
2025-07-01T09:15:51.610127,single,100,255,3000,2025-07-01T09:15:51.610127
2025-07-01T09:15:52.750800,single,100,255,3000,2025-07-01T09:15:52.750800
2025-07-01T09:15:54.011795,single,100,255,3000,2025-07-01T09:15:54.011795
2025-07-01T09:15:55.819600,single,100,255,3000,2025-07-01T09:15:55.819600
2025-07-01T09:15:58.703404,single,100,255,3000,2025-07-01T09:15:58.703404
2025-07-01T09:16:00.318716,single,100,255,3000,2025-07-01T09:16:00.318716
2025-07-01T09:16:01.420261,single,100,232,3000,2025-07-01T09:16:01.420261
2025-07-01T09:16:02.651636,single,100,244,3000,2025-07-01T09:16:02.651636
2025-07-01T09:16:07.778556,double,100,255,3000,2025-07-01T09:16:07.778556
2025-07-01T09:16:09.560060,single,100,255,3000,2025-07-01T09:16:09.560060
2025-07-01T09:16:10.465303,single,100,255,3000,2025-07-01T09:16:10.465303
2025-07-01T09:16:12.642522,single,100,255,3000,2025-07-01T09:16:12.642522
2025-07-01T09:16:15.107110,single,100,255,3000,2025-07-01T09:16:15.107110
2025-07-01T09:16:17.069008,single,100,255,3000,2025-07-01T09:16:17.069008
2025-07-01T09:16:18.438442,single,100,232,3000,2025-07-01T09:16:18.438442
2025-07-01T09:16:19.924083,single,100,228,3000,2025-07-01T09:16:19.924083
2025-07-01T09:16:20.789576,double,100,228,3000,2025-07-01T09:16:20.789576
2025-07-01T09:16:23.026040,single,100,252,3000,2025-07-01T09:16:23.026040
2025-07-01T09:16:24.902144,double,100,216,3000,2025-07-01T09:16:24.902144
2025-07-01T09:16:28.014495,single,100,208,3000,2025-07-01T09:16:28.014495
2025-07-01T09:16:29.358403,single,100,224,3000,2025-07-01T09:16:29.358403
2025-07-01T09:16:30.359394,single,100,228,3000,2025-07-01T09:16:30.359394
2025-07-01T09:16:33.219998,single,100,232,3000,2025-07-01T09:16:33.219998
2025-07-01T09:16:34.315955,single,100,228,3000,2025-07-01T09:16:34.315955
2025-07-01T09:16:37.627155,single,100,220,3000,2025-07-01T09:16:37.627155
2025-07-01T09:16:39.738092,single,100,220,3000,2025-07-01T09:16:39.738092
2025-07-01T09:16:41.318474,single,100,224,3000,2025-07-01T09:16:41.318474
2025-07-01T09:16:42.370899,double,100,228,3000,2025-07-01T09:16:42.370899
2025-07-01T09:16:45.021098,single,100,224,3000,2025-07-01T09:16:45.021098
2025-07-01T09:16:47.118401,single,100,220,3000,2025-07-01T09:16:47.118401
2025-07-01T09:16:48.605468,single,100,184,3000,2025-07-01T09:16:48.605468
2025-07-01T09:16:51.701380,single,100,248,3000,2025-07-01T09:16:51.701380
2025-07-01T09:16:58.884572,single,100,220,3000,2025-07-01T09:16:58.884572
2025-07-01T09:17:00.317174,single,100,216,3000,2025-07-01T09:17:00.317174
2025-07-01T09:17:02.277458,single,100,196,3000,2025-07-01T09:17:02.277458
2025-07-01T09:17:03.647878,single,100,208,3000,2025-07-01T09:17:03.647878
2025-07-01T09:17:05.050817,single,100,200,3000,2025-07-01T09:17:05.050817
2025-07-01T09:17:06.847728,single,100,204,3000,2025-07-01T09:17:06.847728
2025-07-01T09:17:08.849964,single,100,200,3000,2025-07-01T09:17:08.849964
2025-07-01T09:17:09.800193,single,100,204,3000,2025-07-01T09:17:09.800193
2025-07-01T09:17:11.289160,double,100,204,3000,2025-07-01T09:17:11.289160
2025-07-01T09:17:13.692683,single,100,224,3000,2025-07-01T09:17:13.692683
2025-07-01T09:17:14.633199,single,100,255,3000,2025-07-01T09:17:14.633199
2025-07-01T09:17:16.796258,single,100,220,3000,2025-07-01T09:17:16.796258
2025-07-01T09:17:18.460901,single,100,224,3000,2025-07-01T09:17:18.460901
2025-07-01T09:17:20.254288,single,100,240,3000,2025-07-01T09:17:20.254288
2025-07-01T09:17:51.716113,single,100,255,3000,2025-07-01T09:17:51.716113
2025-07-01T09:19:01.115383,single,100,255,3000,2025-07-01T09:19:01.115383
2025-07-01T09:19:05.778252,single,100,255,3000,2025-07-01T09:19:05.778252
2025-07-01T09:19:08.073332,single,100,255,3000,2025-07-01T09:19:08.073332
2025-07-01T09:19:10.140018,single,100,255,3000,2025-07-01T09:19:10.140018
2025-07-01T09:19:12.458513,single,100,255,3000,2025-07-01T09:19:12.458513
2025-07-01T09:19:14.333452,single,100,255,3000,2025-07-01T09:19:14.333452
2025-07-01T09:19:16.766563,single,100,216,3000,2025-07-01T09:19:16.766563
2025-07-01T09:19:18.640120,single,100,204,3000,2025-07-01T09:19:18.640120
2025-07-01T09:19:22.791768,single,100,216,3000,2025-07-01T09:19:22.791768
2025-07-01T09:19:26.324393,single,100,204,3000,2025-07-01T09:19:26.324393
2025-07-01T09:19:29.553294,single,100,232,3000,2025-07-01T09:19:29.553294
2025-07-01T09:39:27.833529,single,100,255,3000,2025-07-01T09:39:27.833529
2025-07-01T09:39:30.610679,single,100,240,3000,2025-07-01T09:39:30.610679
2025-07-01T09:39:32.633877,single,100,255,3000,2025-07-01T09:39:32.633877
2025-07-01T09:39:53.895814,single,100,255,3000,2025-07-01T09:39:53.895814
2025-07-01T09:39:55.697057,single,100,255,3000,2025-07-01T09:39:55.697057
2025-07-01T09:39:57.623885,single,100,255,3000,2025-07-01T09:39:57.623885
2025-07-01T09:39:59.500941,single,100,255,3000,2025-07-01T09:39:59.500941
2025-07-01T09:40:01.368543,single,100,255,3000,2025-07-01T09:40:01.368543
2025-07-01T09:40:04.439834,single,100,255,3000,2025-07-01T09:40:04.439834
2025-07-01T09:40:06.716670,single,100,255,3000,2025-07-01T09:40:06.716670
2025-07-01T09:40:11.718369,single,100,255,3000,2025-07-01T09:40:11.718369
2025-07-01T09:40:12.568794,double,100,255,3000,2025-07-01T09:40:12.568794
2025-07-01T09:40:15.244010,single,100,255,3000,2025-07-01T09:40:15.244010
2025-07-01T09:40:17.208117,single,100,252,3000,2025-07-01T09:40:17.208117
2025-07-01T09:40:20.571939,single,100,255,3000,2025-07-01T09:40:20.571939
2025-07-01T09:40:22.934593,single,100,255,3000,2025-07-01T09:40:22.934593
2025-07-01T09:40:40.466591,single,100,255,3000,2025-07-01T09:40:40.466591
2025-07-01T09:40:42.726234,single,100,236,3000,2025-07-01T09:40:42.726234
2025-07-01T09:40:44.117790,double,100,172,3000,2025-07-01T09:40:44.117790
2025-07-01T09:40:44.700786,double,100,168,3000,2025-07-01T09:40:44.700786
2025-07-01T09:40:45.293258,double,100,152,3000,2025-07-01T09:40:45.293258
2025-07-01T09:40:45.719440,double,100,152,3000,2025-07-01T09:40:45.719440
2025-07-01T09:40:46.223903,double,100,164,3000,2025-07-01T09:40:46.223903
2025-07-01T09:41:01.018746,double,100,192,3000,2025-07-01T09:41:01.018746
2025-07-01T09:41:01.914585,double,100,192,3000,2025-07-01T09:41:01.914585
2025-07-01T09:41:05.610089,single,100,252,3000,2025-07-01T09:41:05.610089
2025-07-01T09:41:08.829668,single,100,192,3000,2025-07-01T09:41:08.829668
2025-07-01T09:41:10.964448,single,100,192,3000,2025-07-01T09:41:10.964448
2025-07-01T09:41:12.309662,single,100,176,3000,2025-07-01T09:41:12.309662
2025-07-01T09:41:14.096171,single,100,140,3000,2025-07-01T09:41:14.096171
2025-07-01T09:41:16.349620,single,100,204,3000,2025-07-01T09:41:16.349620
2025-07-01T09:41:18.456443,single,100,204,3000,2025-07-01T09:41:18.456443
2025-07-01T09:41:19.382926,double,100,200,3000,2025-07-01T09:41:19.382926
2025-07-01T09:41:20.458718,double,100,188,3000,2025-07-01T09:41:20.458718
2025-07-01T09:41:21.511449,double,100,220,3000,2025-07-01T09:41:21.511449
2025-07-01T09:41:22.682049,double,100,220,3000,2025-07-01T09:41:22.682049
2025-07-01T09:41:23.496450,double,100,216,3000,2025-07-01T09:41:23.496450
2025-07-01T09:41:25.866409,long,100,220,3000,2025-07-01T09:41:25.866409
2025-07-01T09:41:30.952166,double,100,216,3000,2025-07-01T09:41:30.952166
2025-07-01T09:41:31.963859,double,100,208,3000,2025-07-01T09:41:31.963859
2025-07-01T09:41:32.485934,double,100,204,3000,2025-07-01T09:41:32.485934
2025-07-01T09:41:33.283886,double,100,204,3000,2025-07-01T09:41:33.283886
2025-07-01T09:41:34.099830,double,100,204,3000,2025-07-01T09:41:34.099830
2025-07-01T09:41:35.087852,double,100,196,3000,2025-07-01T09:41:35.087852
2025-07-01T09:41:35.985731,double,100,180,3000,2025-07-01T09:41:35.985731
2025-07-01T09:41:36.965167,single,100,216,3000,2025-07-01T09:41:36.965167
2025-07-01T09:41:39.324361,single,100,220,3000,2025-07-01T09:41:39.324361
2025-07-01T09:41:40.259066,double,100,208,3000,2025-07-01T09:41:40.259066
2025-07-01T09:41:41.783457,double,100,176,3000,2025-07-01T09:41:41.783457
2025-07-01T09:50:55.685732,single,100,255,3000,2025-07-01T09:50:55.685732
2025-07-01T09:50:58.493243,single,100,255,3000,2025-07-01T09:50:58.493243
2025-07-01T09:51:03.584613,single,100,240,3000,2025-07-01T09:51:03.584613
2025-07-01T09:51:07.262676,single,100,204,3000,2025-07-01T09:51:07.262676
2025-07-01T09:51:09.433752,single,100,232,3000,2025-07-01T09:51:09.433752
2025-07-01T09:51:12.861581,single,100,255,3000,2025-07-01T09:51:12.861581
2025-07-01T09:51:20.992905,double,100,240,3000,2025-07-01T09:51:20.992905
2025-07-01T09:51:23.184301,single,100,236,3000,2025-07-01T09:51:23.184301
2025-07-01T09:51:26.485986,single,100,216,3000,2025-07-01T09:51:26.485986
2025-07-01T09:51:50.985539,single,100,255,3000,2025-07-01T09:51:50.985539
2025-07-01T09:51:55.899842,single,100,208,3000,2025-07-01T09:51:55.899842
2025-07-01T09:51:57.884971,single,100,196,3000,2025-07-01T09:51:57.884971
2025-07-01T09:52:00.478128,single,100,216,3000,2025-07-01T09:52:00.478128
2025-07-01T09:52:01.386573,single,100,220,3000,2025-07-01T09:52:01.386573
2025-07-01T09:52:02.412824,single,100,204,3000,2025-07-01T09:52:02.412824
2025-07-01T09:52:06.496099,single,100,220,3000,2025-07-01T09:52:06.496099
2025-07-01T09:52:08.294678,double,100,236,3000,2025-07-01T09:52:08.294678
2025-07-01T09:52:09.789902,double,100,248,3000,2025-07-01T09:52:09.789902
2025-07-01T09:52:11.367936,single,100,236,3000,2025-07-01T09:52:11.367936
2025-07-01T09:52:12.333288,single,100,212,3000,2025-07-01T09:52:12.333288
2025-07-01T09:52:13.949089,single,100,216,3000,2025-07-01T09:52:13.949089
2025-07-01T09:52:15.520906,single,100,216,3000,2025-07-01T09:52:15.520906
2025-07-01T09:52:18.260672,single,100,240,3000,2025-07-01T09:52:18.260672
2025-07-01T09:52:25.235394,single,100,236,3000,2025-07-01T09:52:25.235394
2025-07-01T09:52:26.578732,single,100,192,3000,2025-07-01T09:52:26.578732
2025-07-01T09:52:27.700253,single,100,212,3000,2025-07-01T09:52:27.700253
2025-07-01T09:52:28.742554,single,100,240,3000,2025-07-01T09:52:28.742554
2025-07-01T09:52:29.227427,double,100,212,3000,2025-07-01T09:52:29.227427
2025-07-01T09:52:31.058906,single,100,228,3000,2025-07-01T09:52:31.058906
2025-07-01T09:52:32.112885,single,100,236,3000,2025-07-01T09:52:32.112885
2025-07-01T09:52:33.568015,single,100,216,3000,2025-07-01T09:52:33.568015
2025-07-01T09:52:34.572674,single,100,255,3000,2025-07-01T09:52:34.572674
2025-07-01T09:52:35.671021,single,100,248,3000,2025-07-01T09:52:35.671021
2025-07-01T09:52:36.581778,double,100,240,3000,2025-07-01T09:52:36.581778
2025-07-01T09:52:38.326313,single,100,232,3000,2025-07-01T09:52:38.326313
2025-07-01T09:52:39.658749,single,100,232,3000,2025-07-01T09:52:39.658749
2025-07-01T09:52:40.414179,single,100,255,3000,2025-07-01T09:52:40.414179
2025-07-01T09:58:17.104120,single,100,216,3000,2025-07-01T09:58:17.104120
2025-07-01T09:58:19.967540,single,100,220,3000,2025-07-01T09:58:19.967540
2025-07-01T09:58:23.235964,single,100,216,3000,2025-07-01T09:58:23.235964
2025-07-01T09:59:26.793200,single,100,252,3000,2025-07-01T09:59:26.793200
2025-07-01T09:59:28.374202,single,100,255,3000,2025-07-01T09:59:28.374202
2025-07-01T10:09:03.538334,,100,255,3000,2025-07-01T10:09:03.538334
2025-07-01T10:09:03.985274,,100,255,3000,2025-07-01T10:09:03.985274
2025-07-01T10:25:02.486708,double,100,255,3000,2025-07-01T10:25:02.486708
2025-07-01T10:25:05.291083,single,100,255,3000,2025-07-01T10:25:05.291083
2025-07-01T10:25:05.645239,double,100,244,3000,2025-07-01T10:25:05.645239
2025-07-01T10:25:07.254094,single,100,244,3000,2025-07-01T10:25:07.254094
2025-07-01T10:25:09.773466,single,100,236,3000,2025-07-01T10:25:09.773466
2025-07-01T10:25:41.599713,single,100,244,3000,2025-07-01T10:25:41.599713
2025-07-01T10:25:43.140430,single,100,232,3000,2025-07-01T10:25:43.140430
2025-07-01T10:25:44.417672,single,100,255,3000,2025-07-01T10:25:44.417672
2025-07-01T10:25:47.220639,single,100,255,3000,2025-07-01T10:25:47.220639
2025-07-01T10:25:50.256337,single,100,255,3000,2025-07-01T10:25:50.256337
2025-07-01T10:25:52.388177,single,100,255,3000,2025-07-01T10:25:52.388177
2025-07-01T10:25:53.869148,single,100,240,3000,2025-07-01T10:25:53.869148
2025-07-01T10:25:56.322746,double,100,228,3000,2025-07-01T10:25:56.322746
2025-07-01T10:26:05.532237,double,100,240,3000,2025-07-01T10:26:05.532237
2025-07-01T10:26:06.753765,single,100,176,3000,2025-07-01T10:26:06.753765
2025-07-01T10:26:08.094657,double,100,180,3000,2025-07-01T10:26:08.094657
2025-07-01T10:26:09.796455,single,100,188,3000,2025-07-01T10:26:09.796455
2025-07-01T10:26:11.009140,single,100,228,3000,2025-07-01T10:26:11.009140
2025-07-01T10:26:12.055115,single,100,172,3000,2025-07-01T10:26:12.055115
2025-07-01T10:26:13.197500,single,100,232,3000,2025-07-01T10:26:13.197500
2025-07-01T10:26:14.039056,single,100,252,3000,2025-07-01T10:26:14.039056
2025-07-01T10:26:27.439413,single,100,255,3000,2025-07-01T10:26:27.439413
2025-07-01T10:26:46.765112,single,100,152,3000,2025-07-01T10:26:46.765112
2025-07-01T10:26:47.712355,single,100,224,3000,2025-07-01T10:26:47.712355
2025-07-01T10:26:48.732882,double,100,216,3000,2025-07-01T10:26:48.732882
2025-07-01T10:26:49.736285,double,100,216,3000,2025-07-01T10:26:49.736285
2025-07-01T10:26:54.541450,single,100,192,3000,2025-07-01T10:26:54.541450
2025-07-01T10:26:55.380097,single,100,255,3000,2025-07-01T10:26:55.380097
2025-07-01T10:27:02.879574,single,100,204,3000,2025-07-01T10:27:02.879574
2025-07-01T10:27:03.793496,single,100,180,3000,2025-07-01T10:27:03.793496
2025-07-01T10:27:09.191891,single,100,252,3000,2025-07-01T10:27:09.191891
2025-07-01T10:27:11.472027,double,100,212,3000,2025-07-01T10:27:11.472027
2025-07-01T10:27:30.281075,single,100,236,3000,2025-07-01T10:27:30.281075
2025-07-01T10:27:33.870713,single,100,240,3000,2025-07-01T10:27:33.870713
2025-07-01T10:27:35.595812,single,100,232,3000,2025-07-01T10:27:35.595812
2025-07-01T10:27:38.562075,single,100,255,3000,2025-07-01T10:27:38.562075
2025-07-01T10:27:42.995078,single,100,220,3000,2025-07-01T10:27:42.995078
2025-07-01T10:27:46.714639,single,100,244,3000,2025-07-01T10:27:46.714639
2025-07-01T10:28:01.840262,single,100,224,3000,2025-07-01T10:28:01.840262
2025-07-01T10:28:04.646850,single,100,200,3000,2025-07-01T10:28:04.646850
2025-07-01T10:28:07.016524,single,100,236,3000,2025-07-01T10:28:07.016524
2025-07-01T10:28:10.833425,single,100,124,3000,2025-07-01T10:28:10.833425
2025-07-01T10:28:53.392754,single,100,220,3000,2025-07-01T10:28:53.392754
2025-07-01T10:28:56.767137,single,100,228,3000,2025-07-01T10:28:56.767137
2025-07-01T10:28:59.747180,single,100,208,3000,2025-07-01T10:28:59.747180
2025-07-01T10:32:11.655882,single,100,204,3000,2025-07-01T10:32:11.655882
2025-07-01T10:33:42.489583,single,100,212,3000,2025-07-01T10:33:42.489583
2025-07-01T10:33:44.008624,single,100,252,3000,2025-07-01T10:33:44.008624
2025-07-01T10:33:47.129537,single,100,255,3000,2025-07-01T10:33:47.129537
2025-07-01T10:33:50.245554,single,100,236,3000,2025-07-01T10:33:50.245554
2025-07-01T10:33:53.990162,single,100,255,3000,2025-07-01T10:33:53.990162
2025-07-01T10:33:56.389118,double,100,252,3000,2025-07-01T10:33:56.389118
2025-07-01T10:33:58.362272,single,100,252,3000,2025-07-01T10:33:58.362272
2025-07-01T10:33:59.300474,single,100,236,3000,2025-07-01T10:33:59.300474
2025-07-01T10:34:00.800618,single,100,216,3000,2025-07-01T10:34:00.800618
2025-07-01T10:34:02.131060,single,100,255,3000,2025-07-01T10:34:02.131060
2025-07-01T10:34:03.514041,double,100,252,3000,2025-07-01T10:34:03.514041
2025-07-01T10:34:05.806009,single,100,236,3000,2025-07-01T10:34:05.806009
2025-07-01T10:34:07.205790,single,100,240,3000,2025-07-01T10:34:07.205790
2025-07-01T10:34:08.082408,double,100,244,3000,2025-07-01T10:34:08.082408
2025-07-01T10:34:09.962555,single,100,240,3000,2025-07-01T10:34:09.962555
2025-07-01T10:34:16.286817,single,100,255,3000,2025-07-01T10:34:16.286817
2025-07-01T10:52:58.696364,single,100,244,3000,2025-07-01T10:52:58.696364
2025-07-01T10:53:03.114236,single,100,248,3000,2025-07-01T10:53:03.114236
2025-07-01T10:53:06.356444,single,100,236,3000,2025-07-01T10:53:06.356444
2025-07-01T10:53:14.270920,single,100,252,3000,2025-07-01T10:53:14.270920
2025-07-01T10:53:18.594236,single,100,232,3000,2025-07-01T10:53:18.594236
2025-07-01T10:53:22.243270,single,100,255,3000,2025-07-01T10:53:22.243270
2025-07-01T10:53:25.734763,single,100,255,3000,2025-07-01T10:53:25.734763
2025-07-01T10:53:26.623761,double,100,236,3000,2025-07-01T10:53:26.623761
2025-07-01T10:53:27.571586,double,100,244,3000,2025-07-01T10:53:27.571586
2025-07-01T11:09:26.885750,single,100,248,3000,2025-07-01T11:09:26.885750
2025-07-01T11:09:29.078824,single,100,255,3000,2025-07-01T11:09:29.078824
2025-07-01T11:09:31.853115,double,100,212,3000,2025-07-01T11:09:31.853115
